x,y,acquisition_value
0.7491888690576705,0.1074818208285216,1.025152112992077
0.7243389000184743,0.1401958324929984,1.021005574925866
0.7311117698043361,0.1056198425733403,1.0203933317324414
0.7635517688508635,0.1042475618815221,1.0192733922689214
0.7461826827362352,0.1528585530031332,1.0179642166375507
0.7672180109800677,0.1049805927298277,1.0177574131403204
0.7236692778408913,0.1517046262086465,1.0141881192448634
0.7295455430675672,0.1578234824469889,1.0116012730559856
0.7426507714959043,0.0912645558279948,1.01044116931246
0.7416624076724578,0.1619475586959373,1.009608029257286
