x,y,acquisition_value
0.7243389000184743,0.1401958324929984,0.12622800089512817
0.7491888690576705,0.1074818208285216,0.1262201750002726
0.7461826827362352,0.1528585530031332,0.1258839338334173
0.7311117698043361,0.1056198425733403,0.1251174939807227
0.7236692778408913,0.1517046262086465,0.12502593397969022
0.7295455430675672,0.1578234824469889,0.12464316705863226
0.7635517688508635,0.1042475618815221,0.12462250395386613
0.7416624076724578,0.1619475586959373,0.1243192496882939
0.7672180109800677,0.1049805927298277,0.124246692264745
0.7426507714959043,0.0912645558279948,0.12232580302631017
